cmd_id,cuis_selected,preferred,har_manual,X2nd_har,X3rd_har,final,final_cui
1969,C0682125,Alaska Natives,Racial group,,,Racial group,C0034510
1970,C2825026,Unfractionated Heparin [EPC],Unfractionated Heparin [EPC],Heparin group,Antithrombotic Agents,Antithrombotic Agents,C1704311
1971,C0206460,Enoxaparin,Enoxaparin,Heparin group,Antithrombotic Agents,Antithrombotic Agents,C1704311
1972,C0455471,H/O: malignant neoplasm,Malignant Neoplasms,,,Malignant Neoplasms,C0006826
1972,C0455471,H/O: malignant neoplasm,Medical History,,,Medical History,C0262926
1973,C1955473,Others - Allergy,Others - Allergy,,,Others - Allergy,C1955473
1974,C0443211,Established,NA TO BE DELETED,,,NA TO BE DELETED,NA
1975,C0332307,Type - attribute,NA TO BE DELETED,,,NA TO BE DELETED,NA
1976,C0032923,Prealbumin,Prealbumin,,,Prealbumin,C0032923
1977,C0332152,Before,NA TO BE DELETED,,,NA TO BE DELETED,NA
1978,C0949236,Pulse Pressure,Pulse Pressure,,,Pulse Pressure,C0949236
1979,C0439092,Less Than,NA TO BE DELETED,,,NA TO BE DELETED,NA
1980,C0441885,Class 1,NA TO BE DELETED,,,NA TO BE DELETED,NA
1981,C0441886,Class 2,NA TO BE DELETED,,,NA TO BE DELETED,NA
1982,C1279919,Early,NA TO BE DELETED,,,NA TO BE DELETED,NA
1983,C0205421,Deferred,NA TO BE DELETED,,,NA TO BE DELETED,NA
1984,C0567349,milligram/millimole (mg/mmol),NA TO BE DELETED,,,NA TO BE DELETED,NA
1985,C0521942,Angiotensin II receptor antagonist,Angiotensin II receptor antagonist,,,Angiotensin II receptor antagonist,C0521942
1986,C0006684,Calcium Channel Blockers,Calcium Channel Blockers,,,Calcium Channel Blockers,C0006684
1987,C0242339,Dyslipidemias,Dyslipidemias,,,Dyslipidemias,C0242339
1988,C1518425,Not Otherwise Specified,NA TO BE DELETED,,,NA TO BE DELETED,NA
1989,C1257987,Thiazolidinediones,Thiazolidinediones,Antidiabetics,,Antidiabetics,C0935929
1990,C1442792,State,NA TO BE DELETED,,,NA TO BE DELETED,NA
1991,C2926735,Duration,NA TO BE DELETED,,,NA TO BE DELETED,NA
1992,C1627892,Microgram per Kilogram,NA TO BE DELETED,,,NA TO BE DELETED,NA
1993,C3490348,empagliflozin,empagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,Antidiabetics,Antidiabetics,C0935929
1994,C4255010,Non-ST Elevated Myocardial Infarction,Non-ST Elevated Myocardial Infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
1995,C4321396,MG,NA TO BE DELETED,,,NA TO BE DELETED,NA
1996,C0456387,Class,NA TO BE DELETED,,,NA TO BE DELETED,NA
1997,C0002871,Anemia,Anemia,,,Anemia,C0002871
1998,C0442038,Radial,NA TO BE DELETED,,,NA TO BE DELETED,NA
1999,C0449618,Target vessel,Target vessel,,,Target vessel,C0449618
2000,C0003842,Arteries,Arteries,,,Arteries,C0003842
2001,C4086878,Symptom Onset,NA TO BE DELETED,,,NA TO BE DELETED,NA
2002,C0205107,Proximal,NA TO BE DELETED,,,NA TO BE DELETED,NA
2003,C0087086,Thrombus,Thrombus,,,Thrombus,C0087086
2004,C1549488,Amount type - Percentage,NA TO BE DELETED,,,NA TO BE DELETED,NA
2005,C1300563,Gram per Kilogram,NA TO BE DELETED,,,NA TO BE DELETED,NA
2006,D054873,Dipeptidyl-Peptidase IV Inhibitors,Dipeptidyl-Peptidase IV Inhibitors,Antidiabetics,,Antidiabetics,C0935929
2007,C4086268,Exacerbation,NA TO BE DELETED,,,NA TO BE DELETED,NA
2008,C3641272,Very severe,NA TO BE DELETED,,,NA TO BE DELETED,NA
2009,C4522078,Group B,NA TO BE DELETED,,,NA TO BE DELETED,NA
2010,C0441838,Group D,NA TO BE DELETED,,,NA TO BE DELETED,NA
2011,C0457083,Usage,NA TO BE DELETED,,,NA TO BE DELETED,NA
2012,C0024117,Chronic Obstructive Airway Disease,Chronic Obstructive Airway Disease,,,Chronic Obstructive Airway Disease,C0024117
2013,C0003811,Cardiac Arrhythmia,Cardiac Arrhythmia,,,Cardiac Arrhythmia,C0003811
2014,C0034787,Angiotensin Receptor,Angiotensin Receptor,,,Angiotensin Receptor,C0034787
2015,C0004604,Back Pain,Back Pain,,,Back Pain,C0004604
2016,C0441800,Grade,NA TO BE DELETED,,,NA TO BE DELETED,NA
2017,C0021400,Influenza,Influenza,,,Influenza,C0021400
2018,C0027441,Nasopharyngitis,Nasopharyngitis,,,Nasopharyngitis,C0027441
2019,C0205404,Serious,NA TO BE DELETED,,,NA TO BE DELETED,NA
2020,C0041912,Upper Respiratory Infections,Upper Respiratory Infections,,,Upper Respiratory Infections,C0041912
2021,C0869039,Unit dose,NA TO BE DELETED,,,NA TO BE DELETED,NA
2022,C2709270,Natriuretic peptide,Natriuretic peptide,,,Natriuretic peptide,C2709270
2023,C0754710,Amino-terminal pro-brain natriuretic peptide,Amino-terminal pro-brain natriuretic peptide,,,Amino-terminal pro-brain natriuretic peptide,C0754710
2024,C0008677,"Bronchitis, Chronic",Bronchitis,,,Bronchitis,C0006277
2025,C0014457,Eosinophilia,Eosinophilia,,,Eosinophilia,C0014457
2026,C0013990,Pathological accumulation of air in tissues,Pathological accumulation of air in tissues,,,Pathological accumulation of air in tissues,C0013990
2027,C0205430,Mixed (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
2028,C0006277,Bronchitis,Bronchitis,,,Bronchitis,C0006277
2029,C3494202,Time-to-Treatment,NA TO BE DELETED,,,NA TO BE DELETED,NA
2030,C1568891,"HGS protein, human","HGS protein, human",,,"HGS protein, human",C1568891
2031,C0557651,Room of building - Study,NA TO BE DELETED,,,NA TO BE DELETED,NA
2032,C3281223,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME","CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME",,,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME",C3281223
2033,C0205090,Right,NA TO BE DELETED,,,NA TO BE DELETED,NA
2034,C1881056,History of peripheral vascular disease,Medical History,,,Medical History,C0262926
2034,C1881056,History of peripheral vascular disease,Peripheral Vascular Diseases,,,Peripheral Vascular Diseases,C0085096
2035,C1704311,Antithrombotic Agents,Antithrombotic Agents,,,Antithrombotic Agents,C1704311
2036,C0002688,Amputation,Amputation,,,Amputation,C0002688
2037,C2917241,Renin Inhibitors,Renin Inhibitors,,,Renin Inhibitors,C2917241
2038,C2348561,Study Population (group),NA TO BE DELETED,,,NA TO BE DELETED,NA
2039,C0002965,"Angina, Unstable","Angina, Unstable",Angi Pectoris,,Angina Pectoris,C0002962
2040,C0585943,Lipid-lowering therapy,Lipid-lowering therapy,,,Lipid-lowering therapy,C0585943
2041,C0679225,multiple pathologies,multiple pathologies,,,multiple pathologies,C0679225
2042,C0011298,Demography,Demography,,,Demography,C0011298
2043,C0596019,Chloride Ion,Chloride Ion,,,Chloride Ion,C0596019
2044,C1328319,Ankle brachial pressure index (observable entity),Ankle brachial pressure index (observable entity),,,Ankle brachial pressure index (observable entity),C1328319
2045,C0369718,N not otherwise specified Antibody,N not otherwise specified Antibody,,,N not otherwise specified Antibody,C0369718
2046,C1963154,"Renal Failure, CTCAE","Renal Failure, CTCAE",,,"Renal Failure, CTCAE",C1963154
2047,C0585890,History of cerebrovascular disease,Cerebrovascular disease,,,Cerebrovascular disease,NA
2047,C0585890,History of cerebrovascular disease,Medical History,,,Medical History,C0262926
2048,C3529352,evolocumab,evolocumab,"LIPID MODIFYING AGENTS, PLAIN",,"LIPID MODIFYING AGENTS, PLAIN",NA
2049,C1140609,Insulin pump,Insulin,,,Insulin,C0021641
2050,C0455531,H/O: heart failure,Heart failure,,,Heart failure,C0018801
2050,C0455531,H/O: heart failure,Medical History,,,Medical History,C0262926
2051,C0242444,Population at Risk,NA TO BE DELETED,,,NA TO BE DELETED,NA
2052,C0033144,Primary Prevention,NA TO BE DELETED,,,NA TO BE DELETED,NA
2053,C0149721,Left Ventricular Hypertrophy,Left Ventricular Hypertrophy,,,Left Ventricular Hypertrophy,C0149721
2054,C0581603,Revascularization - action,Revascularization - action,,,Revascularization - action,C0581603
2055,C1619634,erythrocyte sedimentation rate result,erythrocyte sedimentation rate result,,,erythrocyte sedimentation rate result,C1619634
2056,C0679646,Participant,NA TO BE DELETED,,,NA TO BE DELETED,NA
2057,C0439219,Pounds,NA TO BE DELETED,,,NA TO BE DELETED,NA
2058,C1521970,Characteristics,NA TO BE DELETED,,,NA TO BE DELETED,NA
2059,C0007430,Catheterization,Catheterization,,,Catheterization,C0007430
2060,C0003872,"Arthritis, Psoriatic","Arthritis, Psoriatic",,,"Arthritis, Psoriatic","C0003872	"
2060,C0003872,"Arthritis, Psoriatic","Arthritis, Psoriatic",,,"Arthritis, Psoriatic",C0003872
2061,C0005902,Body Surface Area,Body Surface Area,,,Body Surface Area,C0005902
2062,C0278947,prior biologic therapy,prior biologic therapy,,,prior biologic therapy,C0278947
2063,C0010594,Cyclosporins,Cyclosporins,,,Cyclosporins,C0010594
2064,C3899393,Dermatology Life Quality Index Questionnaire,Dermatology Life Quality Index Questionnaire,,,Dermatology Life Quality Index Questionnaire,C3899393
2065,C0050559,Acitretin,Acitretin,Retinoids for treatment of psoriasis,ANTIPSORIATICS,ANTIPSORIATICS,NA
2066,C0332237,Topical surface,NA TO BE DELETED,,,NA TO BE DELETED,NA
2067,C0454530,Ultraviolet B therapy,Ultraviolet B therapy,,,Ultraviolet B therapy,C0454530
2068,C0853073,PUVA Photochemotherapy,PUVA Photochemotherapy,,,PUVA Photochemotherapy,C0853073
2069,C0025677,Methotrexate,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
2070,C1872109,certolizumab pegol,certolizumab pegol,Tumor necrosis factor alpha (TNF-?) inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
2071,C1290384,Structural disorder of heart,Structural disorder of heart,,,Structural disorder of heart,C1290384
2072,C4013784,"Hypertension, severe","Hypertension, CTCAE",,,"Hypertension, CTCAE",C1963138
2073,C0017431,Genotype,Genotype,,,Genotype,C0017431
2074,C0239945,heparin use,heparin,Antithrombotic Agents,,Antithrombotic Agents,C1704311
2075,C0205171,Singular,NA TO BE DELETED,,,NA TO BE DELETED,NA
2076,C0205225,Primary,NA TO BE DELETED,,,NA TO BE DELETED,NA
2077,C0439178,percent positive cells,NA TO BE DELETED,,,NA TO BE DELETED,NA
2078,C0026385,Molecular Weight,Molecular Weight,,,Molecular Weight,C0026385
2079,C0205372,Tertiary,NA TO BE DELETED,,,NA TO BE DELETED,NA
2080,C0439232,Minute of time,NA TO BE DELETED,,,NA TO BE DELETED,NA
2081,C0340288,Stable angina,Stable angina,,,Stable angina,C0340288
2082,C0015811,Femur,Femur,,,Femur,C0015811
2083,C4696290,Aspirin dose,Aspirin,,,Aspirin,C0004057
2084,C0024671,Mammography,Mammography,,,Mammography,C0024671
2085,C0449442,Marker status,Marker status,,,Marker status,C0449442
2086,C0742343,Acute Chest Syndrome,Acute Chest Syndrome,,,Acute Chest Syndrome,C0742343
2087,C0392877,infusion of drug,infusion of drug,,,infusion of drug,C0392877
2088,C0702093,Per Minute,NA TO BE DELETED,,,NA TO BE DELETED,NA
2089,C0011854,"Diabetes Mellitus, Insulin-Dependent",Diabetes Mellitus,,,Diabetes Mellitus,C0011849
2090,C0005847,Blood Vessel,Blood Vessel,,,Blood Vessel,C0005847
2091,C0168273,bivalirudin,bivalirudin,Direct thrombin inhibitors,Antithrombotic Agents,Antithrombotic Agents,C1704311
2092,C0038257,"Stent, device","Stent, device",,,"Stent, device",C0038257
2093,C2825200,Bare metal stent,"Stent, device",,,"Stent, device",C0038257
2094,C1322815,Drug-Eluting Stents,Drug-Eluting Stents,,,Drug-Eluting Stents,C1322815
2095,C3829066,Millimole per Mole,NA TO BE DELETED,,,NA TO BE DELETED,NA
2096,C1561643,Chronic Kidney Diseases,Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
2097,C4081854,High intensity,NA TO BE DELETED,,,NA TO BE DELETED,NA
2098,C0020615,Hypoglycemia,Hypoglycemia,,,Hypoglycemia,C0020615
2099,C3203102,Idiopathic pulmonary arterial hypertension,Idiopathic pulmonary arterial hypertension,,,Idiopathic pulmonary arterial hypertension,C3203102
2100,C0009782,Connective Tissue Diseases,Connective Tissue Diseases,,,Connective Tissue Diseases,C0009782
2101,C1134681,Endothelin receptor antagonist,Endothelin receptor antagonist,,,Endothelin receptor antagonist,C1134681
2102,C0031638,Phosphodiesterase Inhibitors,Phosphodiesterase Inhibitors,CARDIAC THERAPY,,CARDIAC THERAPY,NA
2103,C1272705,Unsuccessful,NA TO BE DELETED,,,NA TO BE DELETED,NA
2104,C0451521,Swollen joint count,NA TO BE DELETED,,,NA TO BE DELETED,NA
2105,C0451530,Tender joint count,NA TO BE DELETED,,,NA TO BE DELETED,NA
2106,C0449462,Length of stent,"Stent, device",,,"Stent, device",C0038257
2107,C0006949,Carbamazepine,Carbamazepine,ANTIEPILEPTICS,,ANTIEPILEPTICS,NA
2108,C0023556,Levamisole,Levamisole,Imidazothiazole derivatives,ANTINEMATODAL AGENTS,ANTINEMATODAL AGENTS,NA
2109,C0332157,Exposure to,NA TO BE DELETED,,,NA TO BE DELETED,NA
2110,C0076829,topiramate,topiramate,ANTIEPILEPTICS,,ANTIEPILEPTICS,NA
2111,C0005821,Blood Platelets,Blood Platelets,,,Blood Platelets,C0005821
2112,C0205682,Waist-Hip Ratio,Waist-Hip Ratio,,,Waist-Hip Ratio,C0205682
2113,C0009458,Communications Media,NA TO BE DELETED,,,NA TO BE DELETED,NA
2114,C0065058,Lipoprotein (a),lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
2115,C0418981,Medical therapy,NA TO BE DELETED,,,NA TO BE DELETED,NA
2116,C0016522,"Foramen Ovale, Patent","Foramen Ovale, Patent",,,"Foramen Ovale, Patent",C0016522
2117,C0232180,Cardiac shunt,Cardiac shunt,,,Cardiac shunt,C0232180
2118,C2986535,Primary Endpoint,NA TO BE DELETED,,,NA TO BE DELETED,NA
2119,C0016327,Fluorides,Fluorides,,,Fluorides,C0016327
2120,C0439297,Nanogram per Liter,NA TO BE DELETED,,,NA TO BE DELETED,NA
2121,C0042963,Vomiting,Vomiting,,,Vomiting,C0042963
2122,C0007584,Cell Count,NA TO BE DELETED,,,NA TO BE DELETED,NA
2123,C1415800,HTN1 gene,Genotype,,,Genotype,C0017431
2124,C1558950,Adverse Event Associated with Vascular,NA TO BE DELETED,,,NA TO BE DELETED,NA
2125,C0302350,Therapeutic,NA TO BE DELETED,,,NA TO BE DELETED,NA
2126,C0015684,Fatty Acids,Fatty Acids,,,Fatty Acids,C0015684
2127,C0033687,Proteinuria,Proteinuria,,,Proteinuria,C0033687
2128,C0001925,Albuminuria,Albuminuria,,,Albuminuria,C0001925
2129,C1142985,ezetimibe,ezetimibe,Other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
2130,C1449704,Fibrates,Fibrates,"LIPID MODIFYING AGENTS, PLAIN",,"LIPID MODIFYING AGENTS, PLAIN",NA
2131,C0683312,Categories,NA TO BE DELETED,,,NA TO BE DELETED,NA
2132,C0443343,Unstable status,NA TO BE DELETED,,,NA TO BE DELETED,NA
2133,C0428621,High density/low density lipoprotein ratio result,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
2134,C1171408,High density/low density lipoprotein ratio measurement,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
2135,C0586793,Inhaled steroids use,Inhaled steroids use,,,Inhaled steroids use,C0586793
2136,C0681842,prediction,NA TO BE DELETED,,,NA TO BE DELETED,NA
2137,C0232187,Cardiac rhythm type,Cardiac rhythm type,,,Cardiac rhythm type,C0232187
2138,C0232201,Sinus rhythm,Sinus rhythm,,,Sinus rhythm,C0232201
2139,C0669479,pro-brain natriuretic peptide (1-76),pro-brain natriuretic peptide (1-76),,,pro-brain natriuretic peptide (1-76),C0669479
2140,C0522498,Rare,NA TO BE DELETED,,,NA TO BE DELETED,NA
2141,C0019930,Postmenopausal Hormone Replacement Therapy,Hormone Therapy,,,Hormone Therapy,C0279025
2141,C0019930,Postmenopausal Hormone Replacement Therapy,Postmenopausal state,Menopausal Status,,Menopausal Status,C1513126
2142,C0042874,Vitamin E,Vitamin E,,,Vitamin E,C0042874
2143,C0205177,Active,NA TO BE DELETED,,,NA TO BE DELETED,NA
2144,C0679699,Secondary Prevention,NA TO BE DELETED,,,NA TO BE DELETED,NA
2145,C1317301,diabetes status,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
2146,C0521117,Severity of illness,NA TO BE DELETED,,,NA TO BE DELETED,NA
2147,C0087130,Uncertainty,NA TO BE DELETED,,,NA TO BE DELETED,NA
2148,C2699193,Cholesterol to HDL-Cholesterol Ratio Measurement,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
2149,C1535899,Non-High Density Lipoprotein Cholesterol Measurement,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
2150,C1313937,Family history of diabetes mellitus,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
2150,C1313937,Family history of diabetes mellitus,Family history,,,Family history,C0241889
2151,C0085201,Apolipoprotein A-I,Apolipoprotein A-I,,,Apolipoprotein A-I,C0085201
2152,C0039411,Technetium,Technetium,,,Technetium,C0039411
2153,C0073633,ranolazine,ranolazine,CARDIAC THERAPY,,CARDIAC THERAPY,NA
2154,C0271650,Impaired glucose tolerance,Impaired glucose tolerance,,,Impaired glucose tolerance,C0271650
2155,C0441074,Meters (physical object),NA TO BE DELETED,,,NA TO BE DELETED,NA
2156,C0252643,bosentan,bosentan,Antihypertensives for pulmory arterial hypertension,Antihypertensive Agents,Antihypertensive Agents,C0003364
2157,C0152171,Idiopathic pulmonary hypertension,Idiopathic pulmonary hypertension,,,Idiopathic pulmonary hypertension,C0152171
2158,C0235828,Lack of Efficacy,NA TO BE DELETED,,,NA TO BE DELETED,NA
2159,C0424641,Decrease in height,NA TO BE DELETED,,,NA TO BE DELETED,NA
2160,C0451306,Mini-mental state examination,Mental state,,,Mental state,C0278060
2161,C1508496,Quintile,NA TO BE DELETED,,,NA TO BE DELETED,NA
2162,C0337954,Tertiary care hospital,NA TO BE DELETED,,,NA TO BE DELETED,NA
2163,C0063034,huperzine B,huperzine B,,,huperzine B,C0063034
2164,C1442160,Cutoff,NA TO BE DELETED,,,NA TO BE DELETED,NA
2165,C1257890,Population Group,NA TO BE DELETED,,,NA TO BE DELETED,NA
2166,C0016018,Fibrinolytic Agents,Fibrinolytic Agents,,,Fibrinolytic Agents,C0016018
2167,C0038418,Streptokinase,Streptokinase,Antithrombotic Agents,,Antithrombotic Agents,C1704311
2168,C0965129,rosuvastatin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
2169,C0728475,ultra,NA TO BE DELETED,,,NA TO BE DELETED,NA
2170,C0031437,Phenotype,Phenotype,,,Phenotype,C0031437
2171,C2700379,Poor - qualifier,NA TO BE DELETED,,,NA TO BE DELETED,NA
2172,C1516050,Assignment - action,NA TO BE DELETED,,,NA TO BE DELETED,NA
2173,C0154723,Migraine with Aura,Migraine Disorders,,,Migraine Disorders,C0149931
2174,C1532338,Percutaneous Coronary Intervention,Percutaneous Coronary Intervention,,,Percutaneous Coronary Intervention,C1532338
2175,C1319441,Body mass index 40+ - severely obese,Body mass index,,,Body mass index,C1305855
2176,C0392756,Reduced,NA TO BE DELETED,,,NA TO BE DELETED,NA
2177,C0205217,Increased,NA TO BE DELETED,,,NA TO BE DELETED,NA
2178,C0151699,Intracranial Hemorrhage,Intracranial Hemorrhage,,,Intracranial Hemorrhage,C0151699
2179,C2746079,Anti-dsDNA Antibody,Anti-dsDNA Antibody,,,Anti-dsDNA Antibody,C2746079
2180,C0036043,Safety,NA TO BE DELETED,,,NA TO BE DELETED,NA
2181,C1565750,sitagliptin,Dipeptidyl-Peptidase IV Inhibitors,Antidiabetics,,Antidiabetics,C0935929
2182,C0205195,Combined,NA TO BE DELETED,,,NA TO BE DELETED,NA
2183,C0002915,General Anesthesia,Anesthesia procedures,,,Anesthesia procedures,C0002903
2184,C0002903,Anesthesia procedures,Anesthesia procedures,,,Anesthesia procedures,C0002903
2185,C3714938,Baseline Dyspnea Index Questionnaire,Baseline Dyspnea Index Questionnaire,,,Baseline Dyspnea Index Questionnaire,C3714938
2186,C0429706,Forced expiratory volume in 1 second finding,Forced expiratory volume in 1 second finding,Forced expiratory volume function,,Forced expiratory volume function,C0016529
2187,C3842462,On pump,NA TO BE DELETED,,,NA TO BE DELETED,NA
2188,C1883710,Clamping Activity,Clamping Activity,Physical activity,,Physical activity,C0026606
2189,C0543465,Serum Potassium result,potassium measurement,Potassium,,Potassium,C0032821
2190,C1519269,Serving,NA TO BE DELETED,,,NA TO BE DELETED,NA
2191,D019918,Heart Valve Prosthesis Implantation,Heart Valve Prosthesis Implantation,,,Heart Valve Prosthesis Implantation,D019918
2192,C0225860,Left atrial structure,Left atrial structure,,,Left atrial structure,C0225860
2193,C0003761,Country of Argentina,Geographic Locations,,,Geographic Locations,C0017446
2194,XXXXXX,Drug loading,NA TO BE DELETED,,,NA TO BE DELETED,NA
