Text,CUIS
death or disabling stroke,C0011065;C1306577;C4082313;C4552775;C0038454;C4554100
median pasi score range i i,C0021966;C0221138
any cause,C0015127;C1524003
day $nmbr$ oral glucocorticoid use no,C1527415;C0017710
cv,C3538987;C4048877;C4318503
concomitant use of conventional synthetic dmard up to $nmbr$ mo no methotrexate,C1524063;C0242708;C0026544;C0332177;C0025677
aspirin $nmbr$ mg n $nmbr$,C0004057;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
leflunomide,C0063041
weight no,C0005910;C0043100;C1305866;C1705104
otherj^,
index event no,C0441471;C4019010
methotrexate dose on day $nmbr$ mg per wl,C4086581
isolated deep vein thrombosis,C0205409;C0149871;C1548221
no of previous tne inhibitors,C0205156;C0243077;C1552607
isolated pulmonary embolism,C0205409;C0034065;C1548221
previous use of other biologic agents in addition to tne,C1524063;C0005515;C3896585
index event asymptomatic or unconfirmed,C0441471;C0231221;C4019010;C1547326
inhibitors no se $nmbr$ physical functioning score^^,C0243077;C4483112
classification of index venous thromboembolism no,C0008902;C0008903;C0678229
eacit e total score,C2964552
provoked,C1444748
figure s $nmbr$ american college of rheumatology $nmbr$ response rate and change from baseline in health assessment questionnaire disability index at month $nmbr$ by number of prior tnfi inadequate responses,C0035452;C0237629;C0392747;C0443172;C1705241;C4319952;C4321476;C0332177;C0439231;C0237753;C0449788
hormonal therapy no,C0279025
high sensitivity c reactive protein stratification,C0006560;C1514983;C1413716;C4048285
estrogens,C0014939;C3537250;C3541386;C3714615
$nmbr$ to $nmbr$ mg l n $nmbr$,C0439268
progestins,C0033306
$nmbr$ mg l n $nmbr$,C0439268
median duration of study drug administration iqr days,C0920470;C2348354
coronary bypass surgery,C0010055
individual intended study duration no,C0027361;C0489652;C0237401
index acs,C0742343;C4318612
rivaroxaban $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
major adverse cardiovascular events,C0877248;C1705413
aspirin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
urgent revascularization because of unstable angina,C0581603;C0002965
presentation of index event,C0449450;C0441471;C4019010
complex anatomy n $nmbr$ $nmbr$,C0439855;C0002808;C0700276;C1384516;C1704241
pulmonary embolism deep vein thrombosis,C0392108;C0852030
noncomplex anatomy n $nmbr$ $nmbr$,C0002808;C0700276;C1384516
extent of index event,C0439792;C0441471;C4019010
$nmbr$ $nmbr$ _ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
history of recurrent venous thromboembolism,C0455533
stroke transient ischemic attack,C0007787;C0917805
risk factor profile index event,C0441471;C4019010
anatomic complexity characteristics,C0220784;C1521970
duration of pre randomization anticoagulant therapy,C2711563
$nmbr$ lesions per vessel,C0221198;C0005847
known thrombophilia,C0205309;C0398623
bifurcation lesion with side branch $nmbr$ $nmbr$ mm stented,C0221198;C1546698;C0038257
history of cv disease,C0683519;C0730226;C0850708;C0944983
vein bypass graft stented,C0398147;C0038257
any ae,C3887670
stent diameter $nmbr$ mm,C4330985;C4554674
aes leading to,C1412268;C2699274;C0332152;C1522538
central illustration dual antiplatelet therapy with complex lesions cumulative incidence of endpoint events from $nmbr$ to $nmbr$ months after randomization,C0205173;C1096021;C1554184;C0439231;C0034656
discontinu ation,
aes related to,C1412268;C2699274;C0439849;C0445223
the endpoint events were strati ed by randomized treatment arm and number of anatomical complexity characteristics outcomes were analyzed comparing randomized treatments among subgroups of subjects with $nmbr$ n $nmbr$ $nmbr$ $nmbr$ n $nmbr$ $nmbr$ or $nmbr$ or more n $nmbr$ anatomic complexity characteristics to assess whether treatment effects differed depending on the number of complexity factors,C0441471;C3541888;C3538926;C1522541;C0237753;C0449788;C0936012;C1707455;C0034656;C0087111;C3815594;C0369718;C0441922;C0220784;C1521970;C1516048;C1518681
study druga,C0557651;C2603343
ischemic stroke vs tia,C0948008;C0007787;C0917805;C1054154
serious aes,C1412268;C2699274
modified rankin scale at screening $nmbr$ $nmbr$,C2984908;C3854213
baseline statin use,C0042153;C0457083;C1947944
nihss at randomization $nmbr$ $nmbr$,C1697238;C0034656
cv risk factors,C0035648;C1553898
int p,C3272375
uncontrolled on oad s,C0205318
carotid stenosis,C0007282
uncontrolled on basal insulin,C0205318;C0650607
canagliflozin dose,C0178602;C0869039;C1114758
dual i extension,C0231448;C1880641
aged $nmbr$ y or older n,C0001779;C0001792;C1999167;C0580836
dual iv,C0022326;C4265176
bmi o $nmbr$ kg m $nmbr$ n,C0022718;C0439209;C4054209;C0369718;C0441922
dual ii,C1710602;C4082587
bmi $nmbr$ kg m $nmbr$ n,C0022718;C0439209;C4054209;C0369718;C0441922
global trial population,C0032659;C1257890
duration of diabetes y mean sd,C0449238;C2926735
indian subpopulation,C1524069;C1257890
duration of oral antidiabetic treatment y mean sd,C0444921
ideglira,C4308663
egfr category n,C1739039;C0683312;C3889287;C3811844;C3812682
ideg,
lira,C1555441
$nmbr$ to o $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0483204;C0439445
number of people n,C0237753;C0449788
serum creatinine gmol l mean sd,C0201976;C2699239;C0600061
oad at screening n,C0220908;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
subgroup treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
metformin su,C0038642;C1705534
baseline value,C0168634;C1522609;C1442488
np tercile $nmbr$ bnp,C0054015;C1095989;C1417808;C2982014
difference a vs placebo $nmbr$ cl,C1705241;C1705242;C0032042;C0596019;C1696465;C1706408
nptercile $nmbr$ bnp $nmbr$ $nmbr$ pg ml nt probnp $nmbr$ $nmbr$ $nmbr$ pg ml n $nmbr$,C4284038
baseline bmi $nmbr$ kg m $nmbr$,C0022718;C0439209;C4054209
np tercile $nmbr$ bnp $nmbr$ pg ml nt probnp $nmbr$ $nmbr$ pg ml n $nmbr$,C4284038
baseline egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0168634;C0439445;C1442488
pvaluefor trend,C1521798;C4554533
duration of diabetes $nmbr$ years,C0449238;C2926735
nt probnp median pg ml,C0669479;C0439297;C0754710
baseline su dose $nmbr$ $nmbr$ maximal,C0205289;C0806909;C4049713
i or ii,C0021966;C0221138
calima japandhigh dosage ics laba and baseline blood eosinophils $nmbr$ cells ml n $nmbr$ y,C0178602;C0815320;C4551720;C2986497;C0005773
hf symptoms and signs,C0683368;C1457887;C0220912;C0220913;C0311392
calima overalldhigh dosage ics laba and baseline blood eosinophils $nmbr$ cells ml n $nmbr$,C0178602;C0815320;C4551720;C2986497;C0005773
pnd,C1417807;C1956415;C4552608
benralizumab q $nmbr$ w n $nmbr$,C2982078
dyspnea t,C0013404;C1963100
age [years] median range,C0001779;C0439234;C1514721;C2348147;C3542016
jvp $nmbr$ cm h $nmbr$ o,C0455483
body mass index [kg m $nmbr$ ] mean sd,C0005893;C0578022;C1305855;C0022718;C0439209;C4054209;C0444504;C2699239;C2347634;C2348143
ankle edema,C0235439
time since asthma diagnosis [years] median range,C0040223;C3541383;C0439234;C1514721;C2348147;C3542016
pulmonary congestion cxr,C0006888;C0039985
oral corticosteroid use n,C1527415
sodium meq l,C0037473;C0439375;C0597484;C3541959;C3714642
number of exacerbations in the last $nmbr$ months,C0237753;C0449788;C0439231
microalbuminuria mg g cr,C0201975;C3539604;C3711669;C4084730;C4553336;C4553337
ed visit related to exacerbation n,C0545082;C1512346;C2826704;C0439849;C0445223
total bilirubin mg dl,C0005437;C0439269;C0368753
hospitalisation related to exacerbation n,C0019993;C0439849;C0445223
albumin g dl,C0001924;C0439267
fev $nmbr$ prebronchodilator [l] mean sd,C3714541;C2599602;C0439394;C1706495;C3642217;C0444504;C2699239;C2347634;C2348143
lvh on ecg,C0232306
fev $nmbr$ prebronchodilator [ pn] mean sd,C3714541;C2599602;C0219433;C1549735;C3541307;C4049640;C4049767;C0444504;C2699239;C2347634;C2348143
diuretic agents,C0450442;C1254351;C1521826
fev $nmbr$ fvc prebronchodilator mean sd,C0444504;C2699239;C2347634;C2348143
long acting nitrate agents,C0450442;C1254351;C1521826
reversibility [ ] median range,C0449261;C1514721;C2348147;C3542016
bnp ntbnp n $nmbr$,C0054015;C1095989;C1417808;C2982014
total asthma symptom score mean sdz,C3533163;C0004096;C2984299
bnp n $nmbr$,C0054015;C1095989;C1417808;C2982014
local eosinophil count [cells ml] median range,C0200638;C0750879;C2699156;C1514721;C2348147;C3542016
ntbnp n $nmbr$,
dyspnoea n $nmbr$,C0013404;C1963100
calima japan n $nmbr$,C0022341
no dyspnoea n $nmbr$,C0013404;C1963100
calima overall n $nmbr$,C0282416;C1561607
benralizumab,C2982078
non usa,C1518422;C0041703
q $nmbr$ w n $nmbr$,
with dyspnoea,C0013404;C1963100
without dyspnoea,C0013404;C1963100
number of exacerbations in the last $nmbr$ months mean sd,C0237753;C0449788;C0439231;C2699239
cangrelor dyspnoea vs no dyspnoea,C0013404;C1963100
total asthma symptom score mean sd,C3533163;C2699239
clopidogrel dyspnoea vs no dyspnoea,C0013404;C1963100
local eosinophil count [cells l] median range,C0200638;C0750879;C0347983;C1514721;C2348147;C3542016
death mi idr st,C0036056;C3272372
japanese subgroup n $nmbr$,C0376247;C1079230;C1515021;C1556094
p inter action,C0205103;C0441472;C3266814;C1548610
any ae n,C3887670
non cabg related bleeding at $nmbr$ h,C0010055;C0019080
aes in $nmbr$ japanese patients in a study arm n,C1412268;C2699274;C0557651;C0446516;C3715044;C4553528;C2603343
severe life threatening,C1546953;C2826244;C3537125
allergic rhinitis,C1334103;C2607914;C4552864
fixed triple n $nmbr$,C0443218;C0205174;C2827483;C3714578
eczema,C0013595;C4553957
bacterial pneumonia,C0004626
open triple n $nmbr$,C0175566;C0205174
urticaria,C0042109;C1559188
blood leucocyte concentration $nmbr$ cells per l,C0005773;C0347983
upper respiratory tract inflammation,C0877266
blood eosinophil concentration $nmbr$ cells per l,C0005773;C0347983
epistaxis,C0014591;C4554627
blood eosinophil proportion,C0014467;C1709707
dermatitis atopic,C0011603;C0392707
time since first copd diagnosis years,C0556970;C0011900;C1704338;C1704656
injection site reaction n,C0151735;C4551923
of predicted normal value,C0681842;C0086715;C1882327
hypersensitivity n,C0020517;C0520946
inspiratory capacity l,C0021610;C0802663
any drug related ae n,C0013227;C0439849;C0445223;C1254351
chronic bronchitist,C0205191
any ae leading to discontinuation n,C3887670;C0332152;C0457454;C1444662;C4552847;C1522538
exacerbation rate in the previous year range,C0871208;C1521828
any serious ae n,C0205404;C3887670
cat total score,C0007450;C2964552;C0325090;C0524517;C1443200;C3665481;C4050461;C4284282
deaths n,C0011065;C1306577
copd medication at study entry,C0024117;C0013175;C1412502;C3714496
low dose rivaroxaban plus aspirin n $nmbr$,C2608320;C1739768
ics lama,C0999593;C1416775
body mass index kq nrn,C0005893;C1425210;C0578022;C1305855
spacer use during the study,C0221874;C0869040
systolic blood pressure mm hq,C0488055;C0871470;C1306620
patients with at least one concomitant disease,C0683521
diastolic blood pressure mm hq,C0428883;C1305849
myocardial ischaemia,C0010054;C0151744
smokinq status,C0449438
ischaemic cardiomyopathy,C0349782
lipid lowerinq druq,C0023779
coronary artery osteochondrosis,C0029376;C0029429;C0729346
e blocker,
cholecystitis chronic,C0008325;C0205191;C1963083;C4553186
reqion,
subgroup levels,C1079230;C0441889;C1515021
north american,C0425358;C2700615
estimate,C0750572
south american,C0425359
overall itt n $nmbr$,C0282416;C1561607
western european includinq australia israel and south africa,C0043128;C0022271;C0037712
mar imputation random n $nmbr$,C0034656;C0439605
eastern european,C0239309
cr imputation random n $nmbr$,C0201975;C0034656;C0439605;C3539604;C3711669;C4084730;C4553336;C4553337
low dose rivaroxaban aspirin n n,C2608320;C1739768
very severe itt n $nmbr$,C3641272;C4050419
aspirin alone n n,C0004057;C0205171;C0439044;C0679994
severe itt n $nmbr$,C0205082;C4050465;C4050466
$nmbr$ $nmbr$ o $nmbr$ $nmbr$ oo,C0483204
ex smokers itt n $nmbr$,C0337671;C4555205
w est europe,C3811127;C0015176;C3890902
current smokers itt n $nmbr$,C3173209;C3241966
east europe,C1707877;C0015176
males itt n $nmbr$,C0086582
y es,C0013754;C0205944
females itt n $nmbr$,C0086287
n o,C0369718;C0441922
reversibility s $nmbr$ itt n $nmbr$,C0449261
no previous myocardial infarction,C0027051;C0428953;C2926063;C3810814;C4552959
reversibility $nmbr$ itt n $nmbr$,C0449261
history of pci ptca,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
chronic bronchitis itt n $nmbr$,C0008677
history of cabg,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
emphysema itt n $nmbr$,C0013990;C0034067
myocardial infarction cabg pci,C0027051;C4049621;C0428953;C2926063;C3810814;C4552959
mixed itt n $nmbr$,C0205430;C3160715
$nmbr$ mmol l,C1532563
$nmbr$ exacerbation in prev $nmbr$ m n $nmbr$,C4086268;C1552852;C0369718;C0441922
non smokers receiving lipid lowering drugs p blockers and either an ace inhibitor or angiotension receptor blocker,C0337672;C4554605;C1514756;C0086440;C0003015;C4541021;C0597357
cardiovascular disease n $nmbr$,C0007222
west europe,C1705493;C0015176
no cardiovascular disease n $nmbr$,C0007222
no previous myocardial infarction $nmbr$ $nmbr$,C0027051;C0428953;C2926063;C3810814;C4552959
eosinophils $nmbr$ n $nmbr$,C0014467;C0200638
eosinophils $nmbr$ $nmbr$ x $nmbr$ $nmbr$ n $nmbr$,C0014467;C0200638
non smokers receiving lipid lowering drugs $nmbr$ blockers and either an ace inhibitor or angiotension receptor blocker,C0337672;C4554605;C1514756;C0086440;C0003015;C4541021;C0597357
age $nmbr$ $nmbr$ years n $nmbr$,C1510829
w hite,
overall per protocol n $nmbr$,C0282416;C1698058;C1561607
mean systolic blood pressure mm hg,C0428886;C0439475;C0488053
bocf iike imputation random n $nmbr$,C0034656;C0439605
mean diastolic blood pressure mm hg,C0428886;C0439475;C0488053
eosinophils $nmbr$ itt n $nmbr$,C0014467;C0200638
risk factors for pad,C0035648;C1553898
eosinophils $nmbr$ $nmbr$ x $nmbr$ $nmbr$ itt n $nmbr$,C0014467;C0200638
median total cholesterol mmol l,C0201950;C1532563;C0543421
eosinophils $nmbr$ $nmbr$ x $nmbr$ ^ itt n $nmbr$,C0014467;C0200638
previous aorta femoral or lower extremity bypass surgery pta of iliac or infrainguinal artery,C0003483;C0015811;C0187763;C3274435;C0003842;C0226004
age $nmbr$ years itt n $nmbr$,C1510829
history of intermittent claudication and abi $nmbr$,C2315493;C1328319;C3888326
age $nmbr$ $nmbr$ years itt n $nmbr$,C1510829
previous limb or foot amputation,C0205156;C0015385;C1552607;C0188605
eosinophils $nmbr$ $nmbr$ x $nmbr$ ^^ itt n $nmbr$,C0014467;C0200638
symptomatic pad of lower extremities,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
rate $nmbr$ patient years,C0030705;C0439234
carotid artery diseaset,C0007272;C0162859
$nmbr$ or $nmbr$ high risk categories,C0332167;C0683312;C3272283;C4050568;C4319571
symptomatic padt,C0231220
statin or ezetimibe,C0360714;C1142985
cad and abi,C1504769;C2239547;C3813548;C4284121;C1328319;C3888326
antihypertensive therapy,C0585941
normal $nmbr$ $nmbr$,C0205307;C0231683;C0439166;C2347086;C4553972
vitamin k antagonist,C1096489;C2267235
non study ppi use,C0869040;C0358591;C0871125;C3811894
patients with event analyzed,C0030705;C0441471;C4019010;C0936012
low dose rivaroxaban aspirin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
lue for interaction,C1704675
aspirin alone group no of events total n,C0004057;C2826346;C0439175;C0439810
$nmbr$ ml min $nmbr$ $nmbr$ $nmbr$ m $nmbr$,C0439445
no of events total n,C0439175;C0439810
$nmbr$ to $nmbr$ ml min $nmbr$ $nmbr$ $nmbr$ m $nmbr$,C0439445
former or never,C0205156;C0750523;C2003901
sbp $nmbr$ mm hg and or dbp $nmbr$ mm hg $nmbr$ $nmbr$,C0085805;C0439475;C0536221;C3813197;C4281799
symptomatic pad,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
sbp $nmbr$ mm hg and dbp $nmbr$ mm hg $nmbr$ $nmbr$,C0085805;C0439475;C0536221;C3813197;C4281799
pad lower extremities,C0182158;C0023216;C0332568;C3540603;C3669270;C3814046;C4319657
iglarlixi fixed ratio combination,C0205195;C1947911;C3811910
overall pad,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
iglar insulin glargine l $nmbr$ u,C0907402;C0439148
demographics and clinical characteristics,C0011298;C1704791;C0683325
hbalc $nmbr$,
all completers n $nmbr$ $nmbr$,
mean change at week $nmbr$,C0392747;C0443172;C1705241;C4319952
$nmbr$ hba $nmbr$ c,C0019016;C1825777;C3538758
mean difference seb,C0059386;C1309881;C1423585;C3815268
hba $nmbr$ c $nmbr$ n $nmbr$ $nmbr$,C0019016;C1825777;C3538758
daily iglar dose at week $nmbr$ u,C2348070;C0560588
duration of t $nmbr$ d years,C0449238;C2926735;C0439234
l $nmbr$ years,C0439394;C0439234;C1706495;C3642217
screening bmi kg m $nmbr$,C0022718;C0439209;C4054209
t $nmbr$ dm duration years,C0011816;C0439234;C3250443
screening hba $nmbr$ c,C0220908;C0019016;C1825777;C3538758;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
pool of fh i and ii studies,C0337051;C1509144;C2349200;C1710602;C0947630;C4082587
basal insulin dose at run in u day,C0366513;C0456683
pool of long term hefh patients only and high fh,C0337051;C1509144;C2349200;C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
iglar dose at randomization u day,C0178602;C0869039;C1114758
alirocumab $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
all completers,
q $nmbr$ w n $nmbr$ $nmbr$,
ls mean change sea,C0023668;C0036493
race n white,C0007457;C0043157;C0220938
ls mean difference seb,C0059386;C1309881;C1423585;C3815268
diabetes type ii n,C0011860
$nmbr$ confidence interval,C0009667
coronary heart disease n cardiovascular risk per protocol n very high,C0442804;C4321397
dose n,C0178602;C0869039;C1114758
patients with no prior cvd primary,C0030705;C1335497
$nmbr$ c,
prevention n patients on llt other than statin n,C0199176;C0030705;C1706420;C2700409;C0360714
mean iglar dose sd u day,C0178602;C0456683;C0869039;C1114758
ldl c calculated mg dl mean sd,C0439269;C2699239
mean lixi dose sd lg day,C0332173;C0439228;C0439505
total cholesterol mg dl mean sd,C0201950;C2699239;C0543421
age categories n,C2916832
lp a mg dl median q $nmbr$ q $nmbr$,C0065058;C0439269;C1439335;C4553379
bmi categories n,C0578022;C0683312
triglycerides mg dl median q $nmbr$ q $nmbr$,C0041004;C0439269
duration of type $nmbr$ diabetes categories n,C1547660;C1320657
